# Of Incr,Address,Adj Est.Amt#1,Adj Est.Amt#2,Adj Est.Date#1,Adj Est.Date#2,Application #,Approval Ext. Date,Approved Date,Auto Fire Detection,City,Client's Notes,Climate Zone,Closed Date,Complete Submittal Received Date,Construction Change Document Amt,Contracted Amt,EPR Approved Date,Energy Efficiency,Energy Notes,Estimated Amt,File #,HPI,HPI Hours,HPI Points,Included In Plan,OPSC #,Office ID,PTN #,Project Class,Project Name,Project Scope,Project Type,Project's Sq.footage,Received Date,Required,Required review services,SB 575,Special Type,Special review type,Sprinkler System,Zip,adjamt1,adjamt2,adjdate1,adjdate2,app,app_id,appextdate,client_id,comprecvdate,county_id,district_code,district_name,dsa_app_id,enotes,finalprojectcost,mode,new,notes,origin_id,project_name,ptn,sq,table_0_address,table_0_project_name,table_0_project_scope,url
0,6201 41st St.,,,,,113199,,9/5/2013,,Sacramento,Invoice #6802 for $653.05 paid on 4/17/14(ch)**,0,4/18/2014 1:05:24 PM,,$0.00,"$147,467.00",,,,"$88,080.00",34-53,,,,,,02,67439-229,Class 4,Pacific Elementary School (sacramento City Unified School District),Relocation of 1-Toilet Building,School (K-12),,9/5/2013,,,,NA,,,95824,$0.00,$0.00,,,,113199,,34-53,,34,34-53,Sacramento City Unified School District,02  113199,,"$147,467.00",0,0,Invoice #6802 for $653.05 paid on 4/17/14(ch)**,02,Pacific Elementary School (sacramento City Unified School District),67439-229,0,6201 41st St.,Pacific Elementary School (sacramento City Unified School District),Relocation of 1-Toilet Building,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=113199
0,6201 41st Street,,,,,111461,,6/14/2010,,Sacramento,**Invoice #5938 for $282.72 paid on 8/14/13(ch)**,0,8/16/2013 11:44:04 AM,,$0.00,"$162,828.00",,,,"$137,126.00",34-53,,,,,,02,67439-157,Class 4,Pacific Elementary School (sacramento City Unified School District),Relocation of 1-Classroom Building  (Relocatable),School (K-12),,6/14/2010,,,,NA,,,95824,$0.00,$0.00,,,,111461,,34-53,,34,34-53,Sacramento City Unified School District,02  111461,,"$162,828.00",0,0,**Invoice #5938 for $282.72 paid on 8/14/13(ch)**,02,Pacific Elementary School (sacramento City Unified School District),67439-157,0,6201 41st Street,Pacific Elementary School (sacramento City Unified School District),Relocation of 1-Classroom Building  (Relocatable),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=111461
0,6201 41st St.,,,,,114956,,6/14/2016,,Sacramento,,0,12/20/2016 8:17:31 AM,,$0.00,"$1,001,233.00",,,,"$1,000,000.00",34-53,,,,,61/67439-00-0237,02,67439-320,Class 3,Pacific Elementary School (sacramento City Unified School District),Construction of 1-Site Improvement,School (K-12),,3/15/2016,,,,NA,,,95824,$0.00,$0.00,,,,114956,,34-53,,34,34-53,Sacramento City Unified School District,02  114956,,"$1,001,233.00",0,0,,02,Pacific Elementary School (sacramento City Unified School District),67439-320,0,6201 41st St.,Pacific Elementary School (sacramento City Unified School District),Construction of 1-Site Improvement,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=114956
0,6201 41st St.,,,,,122832,,4/1/2025,,Sacramento,"payment of $537,900.00 received 9/19/2024 MC",0,,,$0.00,"$76,000,000.00",,,,"$76,000,000.00",34-53,,,,,,02,67439-513,Class 1,Pacific Elementary School (sacramento City Unified School District),"Construction of 2-Ball Walls, 1-Marquee Sign, 2-Classroom Buildings B & C, 4-Solar Panel Structures, 1-Admin / Classroom Building A, 1-Multi-purpose Building M, 2-PC Shade Structures, 5-Round Shade Structures",School (K-12),,10/1/2024,,,,NA,,,95824,"$76,600,000.00",$0.00,9/19/2024,,,122832,,34-53,,34,34-53,Sacramento City Unified School District,02  122832,,$0.00,0,0,"payment of $537,900.00 received 9/19/2024 MC",02,Pacific Elementary School (sacramento City Unified School District),67439-513,0,6201 41st St.,Pacific Elementary School (sacramento City Unified School District),"Construction of 2-Ball Walls, 1-Marquee Sign, 2-Classroom Buildings B & C, 4-Solar Panel Structures, 1-Admin / Classroom Building A, 1-Multi-purpose Building M, 2-PC Shade Structures, 5-Round Shade Structures",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=122832
0,6201 41st St.,,,,,113932,,1/8/2015,,Sacramento,,0,10/13/2015 12:40:06 PM,,"$5,157.75","$434,850.00",,,,"$450,000.00",34-53,,,,,,02,67439-245,Class 3,Pacific Elementary School (scaramento City Unified School District),Alterations to 28-Fire Alarm upgrade,School (K-12),,11/7/2014,,,,NA,,,95824,$0.00,$0.00,,,,113932,,34-53,,34,34-53,Sacramento City Unified School District,02  113932,,"$440,007.75",0,0,,02,Pacific Elementary School (scaramento City Unified School District),67439-245,0,6201 41st St.,Pacific Elementary School (scaramento City Unified School District),Alterations to 28-Fire Alarm upgrade,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=113932
0,4720 Forest Pkwy,,,,,105396,,10/29/2003,,Sacramento,final recommendation GF 12/21/2003 CLOSED #1,,6/4/2004,,$0.00,"$502,603.00",,,,"$450,000.00",34-53,,,,,,02,67439-51,Class 4,Parkway Elem (sacramento City Usd),Construction of 1 - C.R. Bldg/s,School (K-12),,5/21/2003,,,,NA,,,95823,,,,,,105396,,34-53,,34,34-53,Sacramento City Unified School District,02  105396,,"$502,603.00",,,final recommendation GF 12/21/2003 CLOSED #1,02,Parkway Elem (sacramento City Usd),67439-51,,4720 Forest Pkwy,Parkway Elem (sacramento City Usd),Construction of 1 - C.R. Bldg/s,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=105396
0,4720 Forest Parkway,,,,,121661,,8/21/2023,,Sacramento,07/31/2023 check#97417320 for $1438.44 paid for fee. (IA),0,4/8/2025 7:55:04 AM,,"$11,196.86","$347,645.00",,,,"$179,805.00",34-53,,,,,,02,67439-485,Class 3,Parkway Elementary School (sacramento City Unified School District ),Alterations to 1-Security Improvement /,School (K-12),,8/1/2023,,,,NA,,,95823,$0.00,$0.00,,,,121661,,34-53,,34,34-53,Sacramento City Unified School District,02  121661,,"$369,930.86",0,0,07/31/2023 check#97417320 for $1438.44 paid for fee. (IA),02,Parkway Elementary School (sacramento City Unified School District ),67439-485,0,4720 Forest Parkway,Parkway Elementary School (sacramento City Unified School District ),Alterations to 1-Security Improvement /,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=121661
0,4720 Forest Pkwy,,,,,121825,,2/15/2024,,Sacramento,11/06/2023 check#97420638 for $7825.00 paid for fee. (IA),0,,,$0.00,"$463,000.00",,,,"$500,000.00",34-53,,,,,,02,67439-505,Class 2,Parkway Elementary School (sacramento City Unified School District),"Alterations to 1-Building M, 1-Building L; Construction of 1-Shade Structure",School (K-12),,11/3/2023,,,,NA,,,95823,$0.00,$0.00,,,,121825,,34-53,,34,34-53,Sacramento City Unified School District,02  121825,,$0.00,0,0,11/06/2023 check#97420638 for $7825.00 paid for fee. (IA),02,Parkway Elementary School (sacramento City Unified School District),67439-505,0,4720 Forest Pkwy,Parkway Elementary School (sacramento City Unified School District),"Alterations to 1-Building M, 1-Building L; Construction of 1-Shade Structure",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=121825
0,4720 Forest Parkway,,,,,114206,,6/9/2015,,Sacramento,,0,1/12/2016 1:04:44 PM,,$0.00,"$535,729.00",,,,"$280,000.00",34-53,,,,,,02,67439-263,Class 3,Parkway Elementary School (sacramento City Unified School District),Alterations to 2-Classroom Buildings,School (K-12),,3/19/2015,,,,NA,,,95823,$0.00,$0.00,,,,114206,,34-53,,34,34-53,Sacramento City Unified School District,02  114206,,"$535,729.00",0,0,,02,Parkway Elementary School (sacramento City Unified School District),67439-263,0,4720 Forest Parkway,Parkway Elementary School (sacramento City Unified School District),Alterations to 2-Classroom Buildings,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=114206
0,4720 Forest Parkway,,,,,114209,,6/4/2015,,Sacramento,,0,,,$0.00,$0.00,,,,"$48,000.00",34-53,,,,,,02,N/A,N/A,Parkway Elementary School (sacramento City Unified School District),"Alterations to 1-Parking Lot, 1-Site Improvement",Access Compliance Only - NOT K-14,,3/13/2015,,,,NA,,,95823,$0.00,$0.00,,,,114209,,34-53,,34,34-53,Sacramento City Unified School District,02  114209,,$0.00,0,0,,02,Parkway Elementary School (sacramento City Unified School District),N/A,0,4720 Forest Parkway,Parkway Elementary School (sacramento City Unified School District),"Alterations to 1-Parking Lot, 1-Site Improvement",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=114209
0,4720 Forest Parkway,,,,,114210,,6/4/2015,,Sacramento,"3/24/2015 Issue Incomplete Notice IA/EE.
3/27/2015 Submittal is Complete for Intake Review IA/EE.",0,1/8/2016 8:04:35 AM,,"$3,226.00","$158,500.00",,,,"$150,000.00",34-53,,,,,,02,67439-153,Class 3,Parkway Elementary School (sacramento City Unified School District),Alterations to 2-Classroom Bldgs (Bldg B and Bldg C),School (K-12),,3/13/2015,,,,NA,,,95823,$0.00,$0.00,,,,114210,,34-53,3/27/2015,34,34-53,Sacramento City Unified School District,02  114210,,"$161,726.00",0,0,"3/24/2015 Issue Incomplete Notice IA/EE.
3/27/2015 Submittal is Complete for Intake Review IA/EE.",02,Parkway Elementary School (sacramento City Unified School District),67439-153,0,4720 Forest Parkway,Parkway Elementary School (sacramento City Unified School District),Alterations to 2-Classroom Bldgs (Bldg B and Bldg C),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=114210
0,4720 Forest Pkwy.,,,,,114155,,4/14/2015,,Sacramento,,0,1/13/2016 3:59:45 PM,,$0.00,$0.00,,,,"$62,000.00",34-53,,,,,,02,67439-160,Class 3,Parkway Elementary School (sacramento City Unified School District),Alterations to 1-Classroom Bldgs (Bldgs B),School (K-12),,3/2/2015,,,,NA,,,95823,$0.00,$0.00,,,,114155,,34-53,,34,34-53,Sacramento City Unified School District,02  114155,,$0.00,0,0,,02,Parkway Elementary School (sacramento City Unified School District),67439-160,0,4720 Forest Pkwy.,Parkway Elementary School (sacramento City Unified School District),Alterations to 1-Classroom Bldgs (Bldgs B),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=114155
0,4720 Forest Parkway,,,,,120106,,4/15/2022,,Sacramento,"ACS only with Thomas Markes
4/12/22 $3,500.00 online payment received -JB",0,,,$0.00,$0.00,,,,"$900,000.00",34-53,,,,,,02,67439-410,N/A,Parkway Elementary School (sacramento City Usd),Alterations to 1-Site Improvement & Play Structures,School (K-12),,4/12/2022,,,,NA,,,95823,$0.00,$0.00,,,,120106,,34-53,,34,34-53,Sacramento City Unified School District,02  120106,,$0.00,0,0,"ACS only with Thomas Markes
4/12/22 $3,500.00 online payment received -JB",02,Parkway Elementary School (sacramento City Usd),67439-410,0,4720 Forest Parkway,Parkway Elementary School (sacramento City Usd),Alterations to 1-Site Improvement & Play Structures,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=120106
0,4720 Forest Parkway,,,,,101978,,3/20/2000,,Sacramento,"**Re-exam Fee for $500.00 paid 12/28/12(ch)**
SACTO USD 3051 REDDING AVE SACTO 95620
Entire scope constructed  G. Freeman  10/26/2000
closed #2",0,2/6/2013 8:28:28 AM,,$0.00,"$77,000.00",,,,"$77,000.00",34-53,,,,,,02,N/A,Class 1,Parkway Elementary School (sacramento Usd),CONST. OF TWO CLSRM. BLDGS. (RELOCATABLE); ALTERATIONS TO CLSRM. BLDG (RELOCATION),School (K-12),,2/24/2000,,,,NA,,,95823,$0.00,$0.00,,,,101978,,34-53,,34,34-53,Sacramento City Unified School District,02  101978,,"$77,000.00",0,0,"**Re-exam Fee for $500.00 paid 12/28/12(ch)**
SACTO USD 3051 REDDING AVE SACTO 95620
Entire scope constructed  G. Freeman  10/26/2000
closed #2",02,Parkway Elementary School (sacramento Usd),N/A,0,4720 Forest Parkway,Parkway Elementary School (sacramento Usd),CONST. OF TWO CLSRM. BLDGS. (RELOCATABLE); ALTERATIONS TO CLSRM. BLDG (RELOCATION),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=101978
0,6032 36th Ave.,,,,,114924,,3/28/2016,,Sacramento,3/11/2016 Intake Review by SSS/SI.,0,9/20/2016 10:41:56 AM,,"$23,965.00","$273,084.00",,,,"$300,000.00",34-53,,,,,61/67439-00-0228,02,67439-294,Class 3,Peter Burnett Elementary School (sacramento City Unified School District),Alterations to 3-Classroom Buildings,School (K-12),,3/4/2016,,,,NA,,,95824,$0.00,$0.00,,,,114924,,34-53,,34,34-53,Sacramento City Unified School District,02  114924,,"$297,049.00",0,0,3/11/2016 Intake Review by SSS/SI.,02,Peter Burnett Elementary School (sacramento City Unified School District),67439-294,0,6032 36th Ave.,Peter Burnett Elementary School (sacramento City Unified School District),Alterations to 3-Classroom Buildings,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=114924
0,2930 21st Ave,,,,,103928,,12/14/2001,,Sacramento,Final recommendation / entire scope constructed  GF 1/28/2002,,6/20/2002,,$0.00,$0.00,,,,"$90,000.00",34-53,,,,,67439-3,02,,Class 1,Phillips Elem (sacramento City Usd),"CONST OF (1) 35'-6"" X 40 OFFICE BLDG (RELOCATABLE)",School (K-12),,12/12/2001,,,,NA,,,95820,,,,,,103928,,34-53,,34,34-53,Sacramento City Unified School District,02  103928,,$0.00,,,Final recommendation / entire scope constructed  GF 1/28/2002,02,Phillips Elem (sacramento City Usd),,,2930 21st Ave,Phillips Elem (sacramento City Usd),"CONST OF (1) 35'-6"" X 40 OFFICE BLDG (RELOCATABLE)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=103928
0,1410 60th Street,,,,,114154,,5/14/2015,,Sacramento,,0,1/13/2016 3:56:20 PM,,$0.00,$0.00,,,,"$340,000.00",34-53,,,,,,02,67439-253,Class 3,Phoebe A. Hearst Elementary School (sacramento City Unified School District),Alterations to 17-Fire Alarm upgrade,School (K-12),,3/2/2015,,,,NA,,,95819,$0.00,$0.00,,,,114154,,34-53,,34,34-53,Sacramento City Unified School District,02  114154,,$0.00,0,0,,02,Phoebe A. Hearst Elementary School (sacramento City Unified School District),67439-253,0,1410 60th Street,Phoebe A. Hearst Elementary School (sacramento City Unified School District),Alterations to 17-Fire Alarm upgrade,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=114154
0,1410 60th St.,,,,,115052,,4/12/2016,,Sacramento,,0,9/16/2021 7:45:44 AM,,"$126,417.50","$124,537.50",,,,"$200,000.00",34-53,,,,,,02,67439-300,Class 3,Phoebe A. Hearst Elementary School (sacramento City Unified School District),Relocation of 3-Classroom Buildings (Relocatable),School (K-12),,4/12/2016,,,,NA,,,95819,$0.00,$0.00,,,,115052,,34-53,,34,34-53,Sacramento City Unified School District,02  115052,,"$250,955.00",0,0,,02,Phoebe A. Hearst Elementary School (sacramento City Unified School District),67439-300,0,1410 60th St.,Phoebe A. Hearst Elementary School (sacramento City Unified School District),Relocation of 3-Classroom Buildings (Relocatable),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=115052
0,1410 60th Street,,,,,112626,,7/26/2012,,Sacramento,"**Invoice #5909 for $386.40 paid on 7/12/13(ch)**
**30% Invoice #5778 for $211.05 paid on 5/22/13(ch)**
Morgan Tauzer picked up plans & specs. on 7/30/12 (cs);",0,7/15/2013 9:44:21 AM,,"$43,628.00","$76,627.00",,,,"$46,479.00",34-53,,,,,,02,67439-214,Class 4,Phoebe Hearst Elementary (sacramento City Usd),Relocation of 1-Classroom Building  (Relocatable),School (K-12),,7/26/2012,,,,NA,,,95819,$0.00,$0.00,,,,112626,,34-53,,34,34-53,Sacramento City Unified School District,02  112626,,"$120,255.00",0,0,"**Invoice #5909 for $386.40 paid on 7/12/13(ch)**
**30% Invoice #5778 for $211.05 paid on 5/22/13(ch)**
Morgan Tauzer picked up plans & specs. on 7/30/12 (cs);",02,Phoebe Hearst Elementary (sacramento City Usd),67439-214,0,1410 60th Street,Phoebe Hearst Elementary (sacramento City Usd),Relocation of 1-Classroom Building  (Relocatable),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=112626
0,1410 60th Street,,,,,118057,,4/30/2020,,Sacramento,12/20/19 Filing fee received(cs).,0,,,$0.00,$0.00,,,,"$15,000.00",34-53,,,,,,02,67439-372,Class 3,Phoebe Hearst Elementary School (sacramento City Unified School District),Construction of 1-Scoreboard,School (K-12),,12/26/2019,,,,NA,,,95819,$0.00,$0.00,,,,118057,,34-53,,34,34-53,Sacramento City Unified School District,02  118057,,$0.00,0,0,12/20/19 Filing fee received(cs).,02,Phoebe Hearst Elementary School (sacramento City Unified School District),67439-372,0,1410 60th Street,Phoebe Hearst Elementary School (sacramento City Unified School District),Construction of 1-Scoreboard,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=118057
0,1250 56th Ave,,,,,111387,,,,Sacramento,"Project cancelled by Architect letter - 8/24/10 (jph)
Incomplete Notice issed 05/18/2010 - TP.",0,,,$0.00,$0.00,,,,"$5,000.00",34-53,,,,,,02,67439190,N/A,Poney Express Es (sac City Usd) Gazebo,Construction of 1-Pre-Manufactured Wooden Gazebo,School (K-12),,5/10/2010,,,,NA,,,95831,,,,,,111387,,34-53,6/9/2010,34,34-53,Sacramento City Unified School District,02  111387,,$0.00,0,0,"Project cancelled by Architect letter - 8/24/10 (jph)
Incomplete Notice issed 05/18/2010 - TP.",02,Poney Express Es (sac City Usd) Gazebo,67439190,0,1250 56th Ave,Poney Express Es (sac City Usd) Gazebo,Construction of 1-Pre-Manufactured Wooden Gazebo,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=111387
0,1250 56th Ave.,,,,,114997,,3/24/2016,,Sacramento,"**Invoice #7485 for $1,992.24 paid 10/18/17 Deposited in HQ (AR)**
**Landscape Fee for $500.00 L02-000031 paid on 3/24/16(ch)**",0,10/18/2017 4:55:18 PM,,"$38,380.00","$317,896.00",,,,"$200,000.00",34-53,,,,,,02,67439-301,Class 4 & RBIP,Pony Express Elementary School (sacramento City Unified School District),Relocation of 2-Classroom Buildings (Relocatable),School (K-12),,3/24/2016,,,,NA,,,95831,$0.00,$0.00,,,,114997,,34-53,,34,34-53,Sacramento City Unified School District,02  114997,,"$356,276.00",0,0,"**Invoice #7485 for $1,992.24 paid 10/18/17 Deposited in HQ (AR)**
**Landscape Fee for $500.00 L02-000031 paid on 3/24/16(ch)**",02,Pony Express Elementary School (sacramento City Unified School District),67439-301,0,1250 56th Ave.,Pony Express Elementary School (sacramento City Unified School District),Relocation of 2-Classroom Buildings (Relocatable),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=114997
0,1250 56th Avenue,,,,,102146,,8/21/2000,,Sacramento,INCREMENT #1-ALL EXCEPT PORTABLES.8/21/2000INC. #1 NEVER SUBMITTED. THEREFORE NOT PART OF THE SCOPE.  FINAL RECOMMENDATION AND ENTIRE SCOPE CONSTRUCTED  GF 3/5/2004,,9/7/2004,,"$34,656.00","$2,002,043.00",,,,"$1,802,434.00",34-53,,,,,57/67439-00-00,02,,N/A,Pony Express Elementary School (sacramento City Usd),"Construction of ALTERATIONS TO MP, ADMIN.,(2) CR'S, (2) TOILET,",School (K-12),,4/12/2000,,,,NA,,,95831,,,,,,102146,,34-53,,34,34-53,Sacramento City Unified School District,02  102146,,"$2,036,699.00",,,INCREMENT #1-ALL EXCEPT PORTABLES.8/21/2000INC. #1 NEVER SUBMITTED. THEREFORE NOT PART OF THE SCOPE.  FINAL RECOMMENDATION AND ENTIRE SCOPE CONSTRUCTED  GF 3/5/2004,02,Pony Express Elementary School (sacramento City Usd),,,1250 56th Avenue,Pony Express Elementary School (sacramento City Usd),"Construction of ALTERATIONS TO MP, ADMIN.,(2) CR'S, (2) TOILET,",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=102146
0,2250 68th Ave.,,,,,114914,,4/25/2016,,Sacramento,,0,3/15/2017 5:49:57 PM,,"$20,733.00","$158,645.00",,,,"$240,400.00",34-53,,,,,61/67439-00-0249,02,67439-329,Class 3,Rosa Parks  Elementary School (sacramento City Unified School District),Alterations to 1-Covered Walkway,School (K-12),,3/3/2016,,,,NA,,,95822,$0.00,$0.00,,,,114914,,34-53,,34,34-53,Sacramento City Unified School District,02  114914,,"$179,378.00",0,0,,02,Rosa Parks  Elementary School (sacramento City Unified School District),67439-329,0,2250 68th Ave.,Rosa Parks  Elementary School (sacramento City Unified School District),Alterations to 1-Covered Walkway,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=114914
